_type,director,name,rating,star,year
ImdbItem,Richard Pearce,No Mercy,5.7,"Richard Gere,Kim Basinger,Jeroen KrabbÃ©,George Dzundza",1986
ImdbItem,John Guillermin,King Kong Lives,3.8,"Brian Kerwin,Linda Hamilton,Peter Elliott,George Antoni",1986
ImdbItem,Glenn Jordan,Promise,7.6,"James Garner,James Woods,Piper Laurie,Peter Michael Goetz",1986
ImdbItem,Stuart Cooper,Christmas Eve,7.7,"Loretta Young,Arthur Hill,Ron Leibman,Trevor Howard",1986
ImdbItem,Sidney Lumet,The Morning After,6,"Jane Fonda,Jeff Bridges,Raul Julia,Diane Salinger",1986
ImdbItem,Gene Saks,Brighton Beach Memoirs,6.8,"Blythe Danner,Jonathan Silverman,Stacey Glick,Lisa Waltz",1986
ImdbItem,Kevin Tenney,Witchboard,5.7,"Todd Allen,Tawny Kitaen,Stephen Nichols,Kathleen Wilhoite",1986
ImdbItem,Emilio Estevez,Wisdom,5.7,"Emilio Estevez,Demi Moore,Tom Skerritt,Veronica Cartwright",1986
ImdbItem,"Peter Coe,Terry Hughes",Barnum!,7.4,"Michael Crawford,Eileen Battye,Michael Heath,Christina Collier",1986
ImdbItem,Tony Tew,God's Outlaw,6.7,"Roger Rees,Bernard Archard,Keith Barron,Kenneth Gilbert",1986
ImdbItem,Stuart Burge,The Importance of Being Earnest,7.2,"John Woodnutt,Rupert Frazer,Paul McGann,Joan Plowright",1986
ImdbItem,Peter R. Hunt,Assassination,5.2,"Charles Bronson,Jill Ireland,Stephen Elliott,Jan Gan Boyd",1987
ImdbItem,John Davies,Agatha Christie's Miss Marple: Sleeping Murder,7.7,"Joan Hickson,Geraldine Alexander,John Moulder-Brown,Frederick Treves",1987
ImdbItem,Gary Sherman,Wanted: Dead or Alive,5.9,"Rutger Hauer,Gene Simmons,Robert Guillaume,Mel Harris",1987
ImdbItem,Curtis Hanson,The Bedroom Window,6.4,"Steve Guttenberg,Elizabeth McGovern,Isabelle Huppert,Paul Shenar",1987
ImdbItem,Michael Apted,Critical Condition,5.2,"Richard Pryor,Rachel Ticotin,RubÃ©n Blades,Maria Cardinale",1987
ImdbItem,Joseph Ruben,The Stepfather,6.8,"Terry O'Quinn,Jill Schoelen,Shelley Hack,Charles Lanyer",1987
ImdbItem,Woody Allen,Radio Days,7.6,"Mia Farrow,Dianne Wiest,Mike Starr,Paul Herman",1987
ImdbItem,Arthur Hiller,Outrageous Fortune,6.1,"Shelley Long,Bette Midler,Peter Coyote,Robert Prosky",1987
ImdbItem,James M. Muro,Street Trash,6.1,"Mike Lackey,Bill Chepil,Vic Noto,Mark Sferrazza",1987
ImdbItem,Arthur Penn,Dead of Winter,6.3,"Mary Steenburgen,Roddy McDowall,Jan Rubes,William Russ",1987
ImdbItem,Michele Soavi,StageFright,6.8,"David Brandon,Barbara Cupisti,Domenico Fiore,Robert Gligorov",1987
ImdbItem,Bob Rafelson,Black Widow,6.3,"Debra Winger,Theresa Russell,Sami Frey,Dennis Hopper",1987
ImdbItem,Paul Schrader,Light of Day,5.5,"Michael J. Fox,Gena Rowlands,Joan Jett,Michael McKean",1987
ImdbItem,Bob Clark,From the Hip,6.2,"Judd Nelson,Elizabeth Perkins,John Hurt,Darren McGavin",1987
ImdbItem,David Tucker,Agatha Christie's Miss Marple: Nemesis,7.8,"Joan Hickson,Peter Tilbury,Frank Gatliff,Barbara Franceschi",1987
ImdbItem,,The Two Mrs. Grenvilles,7.6,"Ann-Margret,Claudette Colbert,Stephen Collins,John Rubinstein",1987â€“ 
ImdbItem,Menahem Golan,Over the Top,5.7,"Sylvester Stallone,Robert Loggia,Susan Blakely,Rick Zumwalt",1987
ImdbItem,Michael Gottlieb,Mannequin,5.8,"Andrew McCarthy,Kim Cattrall,Estelle Getty,James Spader",1987
ImdbItem,David Hugh Jones,84 Charing Cross Road,7.5,"Anne Bancroft,Anthony Hopkins,Judi Dench,Jean De Baer",1987
ImdbItem,Barry Levinson,Tin Men,6.5,"Richard Dreyfuss,Danny DeVito,Barbara Hershey,John Mahoney",1987
ImdbItem,Bill Froehlich,Return to Horror High,4.3,"Lori Lethin,Brendan Hughes,Alex Rocco,Scott Jacoby",1987
ImdbItem,Terry Leonard,Death Before Dishonor,4.9,"Fred Dryer,Brian Keith,Joseph Gian,Sasha Mitchell",1987
ImdbItem,Howard Deutch,Some Kind of Wonderful,7.1,"Eric Stoltz,Mary Stuart Masterson,Lea Thompson,Craig Sheffer",1987
ImdbItem,Chuck Russell,A Nightmare on Elm Street 3: Dream Warriors,6.6,"Heather Langenkamp,Robert Englund,Craig Wasson,Patricia Arquette",1987
ImdbItem,Richard Donner,Lethal Weapon,7.6,"Mel Gibson,Danny Glover,Gary Busey,Mitchell Ryan",1987
ImdbItem,"Joel Coen,Ethan Coen",Raising Arizona,7.4,"Nicolas Cage,Holly Hunter,Trey Wilson,John Goodman",1987
ImdbItem,Alan Parker,Angel Heart,7.3,"Mickey Rourke,Robert De Niro,Lisa Bonet,Charlotte Rampling",1987
ImdbItem,Stuart Gordon,Dolls,6.4,"Ian Patrick Williams,Carolyn Purdy-Gordon,Carrie Lorraine,Guy Rolfe",1987
ImdbItem,Sam Raimi,Evil Dead II,7.8,"Bruce Campbell,Sarah Berry,Dan Hicks,Kassie Wesley DePaiva",1987
ImdbItem,Jonathan Demme,Swimming to Cambodia,7.7,"Spalding Gray,Sam Waterston,Ira Wheeler",1987
ImdbItem,John Mackenzie,The Fourth Protocol,6.5,"Michael Caine,Pierce Brosnan,Ned Beatty,Joanna Cassidy",1987
ImdbItem,Ruggero Deodato,The Barbarians,4.9,"David Paul,Peter Paul,Richard Lynch,Eva LaRue",1987
ImdbItem,Jerry Schatzberg,Street Smart,6.4,"Christopher Reeve,Kathy Baker,Mimi Rogers,Jay Patterson",1987
ImdbItem,Robert Townsend,Hollywood Shuffle,7,"Robert Townsend,Craigus R. Johnson,Helen Martin,Starletta DuPois",1987
ImdbItem,Hugh Wilson,Burglar - Die diebische Elster,5.1,"Whoopi Goldberg,Bobcat Goldthwait,G.W. Bailey,Lesley Ann Warren",1987
ImdbItem,"Janelle Balnicke,David Kennard",The Hero's Journey: The World of Joseph Campbell,7.5,"Peter Donat,Joseph Campbell,Richard Adams,James Hillman",1987
ImdbItem,Bigas Luna,Anguish,6.7,"Zelda Rubinstein,Michael Lerner,Talia Paul,Ã€ngel JovÃ©",1987
ImdbItem,Blake Edwards,Blind Date,5.9,"Kim Basinger,Bruce Willis,John Larroquette,William Daniels",1987
ImdbItem,Bruce Robinson,Withnail & I,7.8,"Richard E. Grant,Paul McGann,Richard Griffiths,Ralph Brown",1987
ImdbItem,Andy Sidaris,Hard Ticket to Hawaii,4.6,"Ronn Moss,Dona Speir,Hope Marie Carlton,Harold Diamond",1987
ImdbItem,Jim Drake,Police Academy 4: Citizens on Patrol,4.9,"Steve Guttenberg,Bubba Smith,Michael Winslow,David Graf",1987
ImdbItem,Susan Seidelman,Making Mr. Right,5.4,"John Malkovich,Ann Magnuson,Glenne Headly,Ben Masters",1987
ImdbItem,Herbert Ross,The Secret of My Succe$s,6.5,"Michael J. Fox,Helen Slater,Richard Jordan,Margaret Whitton",1987
ImdbItem,Lee Harry,"Silent Night, Deadly Night 2",3.6,"Eric Freeman,James Newman,Elizabeth Kaitan,Jean Miller",1987
ImdbItem,Jack Gold,Escape from Sobibor,7.5,"Alan Arkin,Joanna Pacula,Rutger Hauer,Hartmut Becker",1987
ImdbItem,Jonathan Miller,Long Day's Journey Into Night,7.2,"Patricia Fraser,Peter Gallagher,Jack Lemmon,Bethel Leslie",1987
ImdbItem,Jonathan Kaplan,Project X,6.1,"Matthew Broderick,Helen Hunt,Willie,Okko",1987
ImdbItem,Stephen Frears,Prick Up Your Ears,7.4,"Gary Oldman,Alfred Molina,Vanessa Redgrave,Wallace Shawn",1987
ImdbItem,Tibor TakÃ¡cs,Gate - Die Unterirdischen,6,"Stephen Dorff,Christa Denton,Louis Tripp,Kelly Rowan",1987
ImdbItem,Walter Hill,Extreme Prejudice,6.6,"Nick Nolte,Powers Boothe,Michael Ironside,Maria Conchita Alonso",1987
ImdbItem,Francis Ford Coppola,Gardens of Stone,6.4,"James Caan,Anjelica Huston,James Earl Jones,D.B. Sweeney",1987
ImdbItem,Charlie Loventhal,My Demon Lover,4.6,"Scott Valentine,Michele Little,Robert Trebor,Gina Gallego",1987
ImdbItem,Mick Jackson," Horizon,The Race for the Double Helix",7.4,"Jeff Goldblum,Tim Pigott-Smith,Alan Howard,Juliet Stevenson",1964â€“ 
ImdbItem,Michael Gornick,Creepshow 2,6.1,"George Kennedy,Lois Chiles,Domenick John,Tom Savini",1987
ImdbItem,Tamar Simon Hoffs,The Allnighter,4.1,"Susanna Hoffs,Dedee Pfeiffer,Joan Cusack,John Terlesky",1987
ImdbItem,Harley Cokeliss,Malone,5.7,"Burt Reynolds,Cliff Robertson,Kenneth McMillan,Cynthia Gibb",1987
ImdbItem,Sam Firstenberg,American Ninja 2: The Confrontation,4.8,"Michael Dudikoff,Steve James,Larry Poindexter,Gary Conway",1987
ImdbItem,Steven Lisberger,Hot Pursuit,5.8,"John Cusack,Robert Loggia,Jerry Stiller,Wendy Gazelle",1987
ImdbItem,Janice Karman,The Chipmunk Adventure,7.2,"Ross Bagdasarian Jr.,Janice Karman,Dody Goodman,Susan Tyrrell",1987
ImdbItem,Bruce Pittman,Prom Night II,5.6,"Lisa Schrage,Michael Ironside,Wendy Lyon,Louis Ferreira",1987
ImdbItem,John Sayles,Matewan,7.9,"Chris Cooper,James Earl Jones,Mary McDonnell,Will Oldham",1987
ImdbItem,Emile Ardolino,Dirty Dancing,6.9,"Patrick Swayze,Jennifer Grey,Jerry Orbach,Cynthia Rhodes",1987
ImdbItem,Clive Barker,Hellraiser,7,"Andrew Robinson,Clare Higgins,Ashley Laurence,Sean Chapman",1987
ImdbItem,Mike Hodges,A Prayer for the Dying,6.3,"Mickey Rourke,Bob Hoskins,Alan Bates,Sammi Davis",1987
ImdbItem,Ethan Wiley,House II: The Second Story,5.4,"Arye Gross,Jonathan Stark,Royal Dano,Bill Maher",1987
ImdbItem,Elaine May,Ishtar,4.3,"Warren Beatty,Dustin Hoffman,Isabelle Adjani,Charles Grodin",1987
ImdbItem,Philippe Mora,Howling III,3.2,"Barry Otto,William Yang,Imogen Annesley,Deby Wightman",1987
ImdbItem,Tony Scott,Beverly Hills Cop II,6.5,"Eddie Murphy,Judge Reinhold,JÃ_rgen Prochnow,Ronny Cox",1987
ImdbItem,,Anne of Avonlea,8.3,"Megan Follows,Colleen Dewhurst,Marilyn Lightstone,Schuyler Grant",1987
ImdbItem,Alan Clarke,"Rita, Sue and Bob Too",6.5,"Siobhan Finneran,Michelle Holmes,George Costigan,Lesley Sharp",1987
ImdbItem,John R. Cherry III,Ernest Goes to Camp,5.5,"Jim Varney,Victoria Racimo,John Vernon,Iron Eyes Cody",1987
ImdbItem,Robert Benton,Nadine,5.5,"Jeff Bridges,Kim Basinger,Rip Torn,Gwen Verdon",1987
ImdbItem,Luis Valdez,La Bamba,6.8,"Lou Diamond Phillips,Esai Morales,Rosanna DeSoto,Elizabeth PeÃ±a",1987
ImdbItem,Barbet Schroeder,Barfly,7.3,"Mickey Rourke,Faye Dunaway,Alice Krige,Jack Nance",1987
ImdbItem,Brian De Palma,The Untouchables,7.9,"Kevin Costner,Sean Connery,Robert De Niro,Charles Martin Smith",1987
ImdbItem,William Dear,Harry and the Hendersons,5.9,"John Lithgow,Melinda Dillon,Margaret Langrick,Joshua Rudoy",1987
ImdbItem,Joe Camp,Benji the Hunted,6.3,"Red Steagall,Frank Inn,Benji,Nancy Francis",1987
ImdbItem,John Schlesinger,The Believers,6.1,"Martin Sheen,Helen Shaver,Harley Cross,Robert Loggia",1987
ImdbItem,John McTiernan,Predator,7.8,"Arnold Schwarzenegger,Carl Weathers,Kevin Peter Hall,Elpidia Carrillo",1987
ImdbItem,George Miller,The Witches of Eastwick,6.5,"Jack Nicholson,Cher,Susan Sarandon,Michelle Pfeiffer",1987
ImdbItem,Richard Fleischer,Million Dollar Mystery,5.1,"Eddie Deezen,Wendy Sherman,Rick Overton,Mona Lyden",1987
ImdbItem,Stanley Kubrick,Full Metal Jacket,8.3,"Matthew Modine,R. Lee Ermey,Vincent D'Onofrio,Adam Baldwin",1987
ImdbItem,Chris Columbus,Adventures in Babysitting,6.9,"Elisabeth Shue,Maia Brewton,Keith Coogan,Anthony Rapp",1987
ImdbItem,Jerry Rees,The Brave Little Toaster,7.3,"Jon Lovitz,Timothy Stack,Timothy E. Day,Thurl Ravenscroft",1987
ImdbItem,Mel Brooks,Spaceballs,7.1,"Mel Brooks,John Candy,Rick Moranis,Bill Pullman",1987
ImdbItem,Alex Cox,Straight to Hell,5.8,"Sy Richardson,Joe Strummer,Dick Rude,Courtney Love",1987
ImdbItem,John Glen,The Living Daylights,6.7,"Timothy Dalton,Maryam d'Abo,Jeroen KrabbÃ©,Joe Don Baker",1987
ImdbItem,Joe Dante,Innerspace,6.8,"Dennis Quaid,Martin Short,Meg Ryan,Kevin McCarthy",1987
ImdbItem,Peter George,Surf Nazis Must Die,3.5,"Gail Neely,Robert Harden,Barry Brenner,Dawn Wildsmith",1987
ImdbItem,Joe Roth,Revenge of the Nerds II: Nerds in Paradise,5,"Robert Carradine,Curtis Armstrong,Larry B. Scott,Timothy Busfield",1987
ImdbItem,Jeff Bleckner,White Water Summer,6.2,"Kevin Bacon,Sean Astin,Jonathan Ward,K.C. Martel",1987
ImdbItem,Jackie Kong,Blood Diner,5.2,"Rick Burks,Carl Crew,Roger Dauer,LaNette La France",1987
ImdbItem,Roger Young,The Squeeze,4.6,"Michael Keaton,Rae Dawn Chong,Ric Abernathy,Danny Aiello III",1987
ImdbItem,Joseph Sargent,Jaws: The Revenge,2.9,"Lorraine Gary,Lance Guest,Mario Van Peebles,Karen Young",1987
ImdbItem,Paul Verhoeven,RoboCop,7.6,"Peter Weller,Nancy Allen,Dan O'Herlihy,Ronny Cox",1987
ImdbItem,Carl Reiner,Summer School,6.5,"Mark Harmon,Kirstie Alley,Robin Thomas,Patrick Labyorteaux",1987
ImdbItem,Sidney J. Furie,Superman IV: The Quest for Peace,3.7,"Christopher Reeve,Gene Hackman,Margot Kidder,Jackie Cooper",1987
ImdbItem,David Leland,Wish You Were Here,6.8,"Emily Lloyd,Trudi Cavanagh,Clare Clifford,Barbara Durkin",1987
ImdbItem,Joel Schumacher,The Lost Boys,7.3,"Jason Patric,Corey Haim,Dianne Wiest,Barnard Hughes",1987
ImdbItem,Gillian Armstrong,High Tide - Sturm der GefÃ_hle,7.3,"Judy Davis,Jan Adele,Claudia Karvan,Colin Friels",1987
ImdbItem,Vladimir Grammatikov,"Mio, mein Mio",6.5,"Nick Pickard,Christian Bale,Timothy Bottoms,Susannah York",1987
ImdbItem,Amy Holden Jones,Maid to Order,5.5,"Ally Sheedy,Beverly D'Angelo,Michael Ontkean,Valerie Perrine",1987
ImdbItem,John Badham,Stakeout,6.6,"Richard Dreyfuss,Emilio Estevez,Madeleine Stowe,Aidan Quinn",1987
ImdbItem,Gary Goddard,Masters of the Universe,5.4,"Dolph Lundgren,Frank Langella,Meg Foster,Billy Barty",1987
ImdbItem,James Foley,Who's That Girl,4.7,"Madonna,Griffin Dunne,Haviland Morris,John McMartin",1987
ImdbItem,Lyndall Hobbs,Back to the Beach,5.8,"Frankie Avalon,Annette Funicello,Lori Loughlin,Tommy Hinkley",1987
ImdbItem,Raymond Jafelice,BÃ_rchis Abenteuer im Wunderland,5.7,"Bob Dermer,Eva Almos,Dan Hennessey,Jim Henshaw",1987
ImdbItem,Steve Rash,Can't Buy Me Love,6.7,"Patrick Dempsey,Amanda Peterson,Courtney Gains,Tina Caspary",1987
ImdbItem,Roger Donaldson,No Way Out,7.1,"Kevin Costner,Gene Hackman,Sean Young,Will Patton",1987
ImdbItem,Fred Dekker,The Monster Squad,7.1,"Andre Gower,Robby Kiger,Stephen Macht,Duncan Regehr",1987
ImdbItem,William Phelps,North Shore,6.5,"Matt Adler,Nia Peeples,Gregory Harrison,John Philbin",1987
ImdbItem,Michael Schultz,Disorderlies,4.9,"Darren Robinson,Damon Wimbley,Mark Morales,Anthony Geary",1987
ImdbItem,Lindsay Anderson,The Whales of August,7.5,"Bette Davis,Lillian Gish,Vincent Price,Ann Sothern",1987
ImdbItem,John Boorman,Hope and Glory,7.4,"Sarah Miles,David Hayman,Sebastian Rice-Edwards,Geraldine Muir",1987
ImdbItem,Cheech Marin,Born in East L.A.,5.9,"Cheech Marin,Daniel Stern,Paul Rodriguez,Kamala Lopez",1987
ImdbItem,Rod Amateau,The Garbage Pail Kids Movie,2.7,"Anthony Newley,Mackenzie Astin,Phil Fondacaro,Katie Barberi",1987
ImdbItem,John Irvin,Hamburger Hill,6.7,"Anthony Barrile,Michael Boatman,Don Cheadle,Michael Dolan",1987
ImdbItem,John Huston,The Dead,7.4,"Anjelica Huston,Donal McCann,Helena Carroll,Cathleen Delany",1987
ImdbItem,Larry Cohen,A Return to Salem's Lot,4.3,"Michael Moriarty,Samuel Fuller,Ricky Addison Reed,Andrew Duggan",1987
ImdbItem,Tony Bill,Five Corners,6.2,"Jodie Foster,Tim Robbins,Todd Graff,John Turturro",1987
ImdbItem,Kathryn Bigelow,Near Dark,7,"Adrian Pasdar,Jenny Wright,Lance Henriksen,Bill Paxton",1987
ImdbItem,Peter Greenaway,The Belly of an Architect,7,"Brian Dennehy,Chloe Webb,Lambert Wilson,Sergio Fantoni",1987
ImdbItem,James Ivory,Maurice,7.7,"James Wilby,Rupert Graves,Hugh Grant,Denholm Elliott",1987
ImdbItem,Paul Cox,Vincent: The Life and Death of Vincent Van Gogh,7.3,"John Hurt,Marika Rivera,Gabriella Trsek",1987
ImdbItem,Adrian Lyne,Fatal Attraction,6.9,"Michael Douglas,Glenn Close,Anne Archer,Ellen Latzen",1987
ImdbItem,Charles Shyer,Baby Boom,6.2,"Diane Keaton,Sam Shepard,Harold Ramis,Kristina Kennedy",1987
ImdbItem,Rob Reiner,The Princess Bride,8.1,"Cary Elwes,Mandy Patinkin,Robin Wright,Chris Sarandon",1987
ImdbItem,"Joe Dante,Carl Gottlieb,Peter Horton,John Landis,Robert K. Weiss",Amazon Women on the Moon,6.2,"Rosanna Arquette,Michelle Pfeiffer,Arsenio Hall,Donald F. Muhich",1987
ImdbItem,Christopher Cain,The Principal,6.3,"Jim Belushi,Louis Gossett Jr.,Rae Dawn Chong,Michael Wright",1987
ImdbItem,James Toback,The Pick-up Artist,5.2,"Molly Ringwald,Robert Downey Jr.,Dennis Hopper,Danny Aiello",1987
ImdbItem,Taylor Hackford,Chuck Berry Hail! Hail! Rock 'n' Roll,7.8,"Chuck Berry,Keith Richards,Eric Clapton,Ingrid Berry",1987
ImdbItem,"Steve Clark,Terence Harrison,Alan Zaslove"," DuckTales,The Treasure of the Golden Suns",8.4,"Tony Anselmo,Peter Cullen,Jim Cummings,Joan Gerber",1987â€“1990
ImdbItem,Paul Newman,The Glass Menagerie,7.2,"Joanne Woodward,John Malkovich,Karen Allen,James Naughton",1987
ImdbItem,Robert Mandel,Big Shots,5.7,"Ricky Busker,Darius McCrary,Robert Joy,Robert Prosky",1987
ImdbItem,Alan Rudolph,Made in Heaven,6.5,"Timothy Hutton,Kelly McGillis,Maureen Stapleton,Ann Wedgeworth",1987
ImdbItem,"Ben Bolt,Harold Becker",The Big Town,5.9,"Matt Dillon,Diane Lane,Tommy Lee Jones,Bruce Dern",1987
ImdbItem,Dennis Feldman,Real Men,6.2,"Jim Belushi,John Ritter,Barbara Barrie,Bill Morey",1987
ImdbItem,John Flynn,Best Seller,6.5,"James Woods,Brian Dennehy,Victoria Tennant,Allison Balson",1987
ImdbItem,Jimmy Huston,My Best Friend Is a Vampire,6.1,"Robert Sean Leonard,Evan Mirand,LeeAnne Locken,Cheryl Pollak",1987
ImdbItem,Rod Daniel,Like Father Like Son,5.1,"Dudley Moore,Kirk Cameron,Margaret Colin,Catherine Hicks",1987
ImdbItem,Bernardo Bertolucci,The Last Emperor,7.8,"John Lone,Joan Chen,Peter O'Toole,Ruocheng Ying",1987
ImdbItem,Jerry Belson,Surrender,5.3,"Sally Field,Michael Caine,Steve Guttenberg,Peter Boyle",I 1987
ImdbItem,Ridley Scott,Someone to Watch Over Me,6.1,"Tom Berenger,Mimi Rogers,Lorraine Bracco,Jerry Orbach",1987
ImdbItem,Phil Joanou,Three O'Clock High,7.2,"Casey Siemaszko,Annie Ryan,Richard Tyson,Stacey Glick",1987
ImdbItem,Jack Bravman,Zombie Nightmare,2.4,"Adam West,Jon Mikl Thor,Tia Carrere,Manuska Rigaud",1987
ImdbItem,John Duigan,Das Jahr meiner ersten Liebe,7.5,"Noah Taylor,Loene Carmen,Ben Mendelsohn,Graeme Blundell",1987
ImdbItem,Deborah Brock,Slumber Party Massacre II,4.5,"Crystal Bernard,Jennifer Rhodes,Kimberly McArthur,Patrick Lowe",1987
ImdbItem,John Carpenter,Prince of Darkness,6.7,"Donald Pleasence,Lisa Blount,Jameson Parker,Victor Wong",1987
ImdbItem,,The Shiralee,7.8,"Bryan Brown,Noni Hazlehurst,Rebecca Smart,Lewis Fitz-Gerald",1987
ImdbItem,Peter Yates,Suspect,6.6,"Cher,Dennis Quaid,Liam Neeson,John Mahoney",1987
ImdbItem,Peter Werner,No Man's Land,6.1,"Charlie Sheen,D.B. Sweeney,Lara Harris,Randy Quaid",1987
ImdbItem,Michael Cimino,The Sicilian,5.4,"Christopher Lambert,Terence Stamp,Joss Ackland,John Turturro",1987
ImdbItem,Jack Sholder,The Hidden,7,"Kyle MacLachlan,Michael Nouri,Claudia Christian,Clarence Felder",1987
ImdbItem,Tom Holland,Fatal Beauty,5.4,"Whoopi Goldberg,Sam Elliott,RubÃ©n Blades,Harris Yulin",1987
ImdbItem,Daniel Mann,"The Man Who Broke 1,000 Chains",7.2,"Val Kilmer,Charles Durning,SÃ´nia Braga,Kyra Sedgwick",1987
ImdbItem,Brian Cosgrove,The BFG,6.7,"David Jason,Amanda Root,Angela Thorne,Ballard Berkeley",1987
ImdbItem,Richard Attenborough,Cry Freedom,7.5,"Denzel Washington,Kevin Kline,Josette Simon,Wabei Siyolwe",1987
ImdbItem,Marek Kanievska,Less Than Zero,6.4,"Andrew McCarthy,Jami Gertz,Robert Downey Jr.,James Spader",1987
ImdbItem,J. Lee Thompson,Death Wish 4: The Crackdown,5.4,"Charles Bronson,Kay Lenz,John P. Ryan,Perry Lopez",1987
ImdbItem,Lance Hool,Steel Dawn,5,"Patrick Swayze,Lisa Niemi,Anthony Zerbe,Christopher Neame",1987
ImdbItem,Rick Rosenthal,Russkies,5.6,"Whip Hubley,Joaquin Phoenix,Peter Billingsley,Stefan DeSalle",1987
ImdbItem,Bob Giraldi,Hiding Out,6.4,"Jon Cryer,Keith Coogan,Annabeth Gish,Oliver Cotton",1987
ImdbItem,Frank Perry,Hello Again,5.2,"Shelley Long,Judith Ivey,Gabriel Byrne,Corbin Bernsen",1987
ImdbItem,Michael Radford,White Mischief,6.3,"Sarah Miles,Joss Ackland,Greta Scacchi,Charles Dance",1987
ImdbItem,Mary Lambert,Siesta,5.6,"Ellen Barkin,Gabriel Byrne,Julian Sands,Isabella Rossellini",1987
ImdbItem,Tony Palmer,Zeugenaussage,7.1,"Ben Kingsley,Sherry Baines,Magdalen Asquith,Mark Asquith",1987
ImdbItem,Steve De Jarnatt,Cherry 2000,5.5,"Melanie Griffith,David Andrews,Pamela Gidley,Jennifer Balgobin",1987
ImdbItem,Percy Adlon,Bagdad Cafe,7.5,"Marianne SÃ_gebrecht,CCH Pounder,Jack Palance,Christine Kaufmann",1987
ImdbItem,Paul Michael Glaser,The Running Man,6.7,"Arnold Schwarzenegger,Maria Conchita Alonso,Yaphet Kotto,Jim Brown",1987
ImdbItem,Christopher Leitch,Teen Wolf Too,3.2,"Jason Bateman,Kim Darby,John Astin,Paul Sand",1987
ImdbItem,Jeffrey Bloom,Flowers in the Attic,5.7,"Louise Fletcher,Victoria Tennant,Kristy Swanson,Jeb Stuart Adams",1987
ImdbItem,Tom McLoughlin,Date with an Angel,5.8,"Michael E. Knight,Phoebe Cates,Emmanuelle BÃ©art,David Dukes",1987
ImdbItem,Leonard Nimoy,3 Men and a Baby,5.9,"Tom Selleck,Steve Guttenberg,Ted Danson,Nancy Travis",1987
ImdbItem,Edwin Sherin,Lena: My 100 Children,6.7,"Linda Lavin,Torquil Campbell,Lenore Harris,Cynthia Wilde",1987
ImdbItem,John Hughes,"Planes, Trains & Automobiles",7.6,"Steve Martin,John Candy,Laila Robins,Michael McKean",1987
ImdbItem,Norman Jewison,Moonstruck,7.1,"Cher,Nicolas Cage,Olympia Dukakis,Danny Aiello",1987
ImdbItem,Alex Cox,Walker,6.6,"Ed Harris,Richard Masur,Rene Auberjonois,Keith Szarabajka",1987
ImdbItem,Steven Spielberg,Empire of the Sun,7.8,"Christian Bale,John Malkovich,Miranda Richardson,Nigel Havers",1987
ImdbItem,Renny Harlin,Prison,5.8,"Lane Smith,Viggo Mortensen,Chelsea Field,Lincoln Kilpatrick",1987
ImdbItem,Oliver Stone,Wall Street,7.4,"Charlie Sheen,Michael Douglas,Tamara Tunie,Franklin Cover",1987
ImdbItem,Danny DeVito,Throw Momma from the Train,6.2,"Danny DeVito,Billy Crystal,Kim Greist,Anne Ramsey",1987
ImdbItem,Christine Edzard,Little Dorrit,7.5,"Derek Jacobi,Alec Guinness,Joan Greenwood,Max Wall",1987
ImdbItem,Martin Ritt,Nuts,6.8,"Barbra Streisand,Richard Dreyfuss,Maureen Stapleton,Karl Malden",1987
ImdbItem,Garry Marshall,Overboard,6.8,"Goldie Hawn,Kurt Russell,Edward Herrmann,Katherine Helmond",1987
ImdbItem,"Peter Harris,Eric Till",A Muppet Family Christmas,8.2,"Frank Oz,Dave Goelz,Richard Hunt,Kathryn Mullen",1987 TV Special
ImdbItem,Paul Weiland,Leonard Part 6,2.2,"Bill Cosby,Tom Courtenay,Joe Don Baker,Moses Gunn",1987
ImdbItem,Matthew Robbins,*batteries not included,6.6,"Hume Cronyn,Jessica Tandy,Frank McRae,Elizabeth PeÃ±a",1987
ImdbItem,Hector Babenco,Ironweed,6.8,"Jack Nicholson,Meryl Streep,Carroll Baker,Michael O'Keefe",1987
ImdbItem,Woody Allen,September,6.6,"Elaine Stritch,Denholm Elliott,Mia Farrow,Dianne Wiest",1987
ImdbItem,Barry Levinson,"Good Morning, Vietnam",7.3,"Robin Williams,Forest Whitaker,Tung Thanh Tran,Chintara Sukapatana",1987
ImdbItem,Peter Hammond,The Sign of Four,8.1,"Jeremy Brett,Edward Hardwicke,Robin Hunter,Alf Joint",1987
ImdbItem,Peter Jackson,Bad Taste,6.7,"Terry Potter,Pete O'Herne,Craig Smith,Mike Minett",1987
ImdbItem,David DeCoteau,Sorority Babes in the Slimeball Bowl-O-Rama,4.7,"Andras Jones,Linnea Quigley,Robin Stille,Hal Havins",1988
ImdbItem,Ken Wiederhorn,Return of the Living Dead II,5.8,"James Karen,Thom Mathews,Michael Kenworthy,Thor Van Lingen",1988
ImdbItem,Camilo Vila,The Unholy,4.9,"Ben Cross,Hal Holbrook,Ruben Rabasa,Nicole Fortier",1988
ImdbItem,William Richert,A Night in the Life of Jimmy Reardon,5.5,"River Phoenix,Ann Magnuson,Meredith Salenger,Ione Skye",1988
ImdbItem,John G. Avildsen,For Keeps?,5.9,"Molly Ringwald,Randall Batinkoff,Kenneth Mars,Miriam Flynn",1988
ImdbItem,Michael Ritchie,The Couch Trip,5.7,"Dan Aykroyd,Walter Matthau,Charles Grodin,Donna Dixon",1988
