_type,director,name,rating,star,year
ImdbItem,Rick Famuyiwa,Our Family Wedding,4.9,"America Ferrera,Forest Whitaker,Carlos Mencia,Regina King",2010
ImdbItem,Gareth Edwards,Monsters,6.4,"Scoot McNairy,Whitney Able,Mario Zuniga Benavides,Annalee Jefferies",2010
ImdbItem,GÃ©la Babluani,13,6.1,"Sam Riley,Alice Barrett,Gaby Hoffmann,Jason Statham",I 2010
ImdbItem,Will Canon,Brotherhood,6.4,"Trevor Morgan,Lou Taylor Pucci,Arlen Escarpeta,Jon Foster",I 2010
ImdbItem,Sebastian Gutierrez,Elektra Luxx,5.1,"Joseph Gordon-Levitt,Carla Gugino,Ermahn Ospina,Jake Hames",2010
ImdbItem,Bernard Rose,Mr. Nice,6.4,"Rhys Ifans,ChloÃ« Sevigny,David Thewlis,Luis Tosar",2010
ImdbItem,Jorma Taccone,MacGruber,5.5,"Will Forte,Kristen Wiig,Val Kilmer,Ryan Phillippe",2010
ImdbItem,Lena Dunham,Tiny Furniture,6.2,"Lena Dunham,Laurie Simmons,Grace Dunham,Rachel Howe",2010
ImdbItem,"Greg Olliver,Wes Orshoski",Lemmy,7.8,"Lemmy,Phil Campbell,Mikkey Dee,Dave Navarro",2010
ImdbItem,Steve Pink,Hot Tub Time Machine,6.4,"John Cusack,Rob Corddry,Craig Robinson,Clark Duke",2010
ImdbItem,"Dean DeBlois,Chris Sanders",How to Train Your Dragon,8.1,"Jay Baruchel,Gerard Butler,Christopher Mintz-Plasse,Craig Ferguson",2010
ImdbItem,Thor Freudenthal,Diary of a Wimpy Kid,6.2,"Zachary Gordon,Robert Capron,Rachael Harris,Steve Zahn",2010
ImdbItem,Miguel Sapochnik,Repo Men,6.3,"Jude Law,Forest Whitaker,Alice Braga,Liev Schreiber",2010
ImdbItem,Tyler Perry,Why Did I Get Married Too?,4.6,"Janet Jackson,Tyler Perry,Jill Scott,Sharon Leal",2010
ImdbItem,Susanna White,Nanny McPhee Returns,6.1,"Emma Thompson,Maggie Gyllenhaal,Ralph Fiennes,Oscar Steer",2010
ImdbItem,Richard Press,Bill Cunningham: New York,7.9,"Bill Cunningham,Anna Wintour,Michael Kors,Editta Sherman",2010
ImdbItem,Louis Leterrier,Clash of the Titans,5.8,"Sam Worthington,Liam Neeson,Ralph Fiennes,Jason Flemyng",2010
ImdbItem,"MÃ¥ns MÃ¥rlind,BjÃ¶rn Stein",6 Souls,6.1,"Julianne Moore,Jonathan Rhys Meyers,Jeffrey DeMunn,Frances Conroy",2010
ImdbItem,Julie Anne Robinson,The Last Song,5.9,"Miley Cyrus,Liam Hemsworth,Greg Kinnear,Bobby Coleman",2010
ImdbItem,Roger Kumble,Furry Vengeance,3.8,"Brendan Fraser,Brooke Shields,Ricky Garcia,Eugene Cordero",2010
ImdbItem,Andrew Hutton,Painted with Words,8.1,"Benedict Cumberbatch,Jamie Parker,Aidan McArdle,Christopher Good",2010
ImdbItem,Shawn Levy,Date Night,6.3,"Steve Carell,Tina Fey,Mark Wahlberg,Taraji P. Henson",2010
ImdbItem,Jonathan Lynn,Wild Target,6.8,"Bill Nighy,Emily Blunt,Rupert Grint,Rupert Everett",2010
ImdbItem,Matthew Leutwyler,The River Why,5.8,"Zach Gilford,Amber Heard,William Hurt,Dallas Roberts",2010
ImdbItem,"David Nixon,Patrick Doughtie",Letters to God,6.3,"Tanner Maguire,Jeffrey Johnson,Robyn Lively,Lisa Curtis",2010
ImdbItem,Neil LaBute,Death at a Funeral,5.7,"Chris Rock,Martin Lawrence,Keith David,Loretta Devine",2010
ImdbItem,Barry Levinson,You Don't Know Jack,7.7,"Al Pacino,Brenda Vaccaro,John Goodman,Deirdre O'Connell",2010
ImdbItem,"Ricky Gervais,Stephen Merchant",Cemetery Junction,6.9,"Christian Cooke,Felicity Jones,Tom Hughes,Jack Doolan",2010
ImdbItem,Jeremy Sims,Beneath Hill 60,7.1,"Brendan Cowell,Harrison Gilbertson,Steve Le Marquand,Gyton Grantley",2010
ImdbItem,Isaac Florentine,Undisputed 3: Redemption,7.5,"Scott Adkins,Mykel Shannon Jenkins,Mark Ivanir,Hristo Shopov",2010 Video
ImdbItem,Gil Junger,Beauty & the Briefcase,5.5,"Hilary Duff,Chris Carmack,Michael McMillian,Amanda Walsh",2010
ImdbItem,Mike Mitchell,Shrek Forever After,6.3,"Mike Myers,Cameron Diaz,Eddie Murphy,Antonio Banderas",2010
ImdbItem,Sylvain White,The Losers,6.4,"Idris Elba,Zoe Saldana,Jeffrey Dean Morgan,Chris Evans",I 2010
ImdbItem,Alan Poul,The Back-up Plan,5.3,"Jennifer Lopez,Alex O'Loughlin,Michaela Watkins,Eric Christian Olsen",2010
ImdbItem,Julio Medem,Room in Rome,6.2,"Elena Anaya,Natasha Yarovenko,Enrico Lo Verso,Najwa Nimri",2010
ImdbItem,Daryn Tufts,My Girlfriend's Boyfriend,5.8,"Christopher Gorham,Alyssa Milano,Michael Landes,Carol Kane",2010
ImdbItem,Gary Winick,Letters to Juliet,6.6,"Amanda Seyfried,Gael GarcÃ_a Bernal,Vanessa Redgrave,Marcia DeBonis",2010
ImdbItem,Clio Barnard,The Arbor,7.2,"Manjinder Virk,Christine Bottomley,Natalie Gavin,Parvani Lingiah",2010
ImdbItem,Jon Favreau,Iron Man 2,7,"Robert Downey Jr.,Mickey Rourke,Gwyneth Paltrow,Don Cheadle",2010
ImdbItem,Samuel Bayer,A Nightmare on Elm Street,5.2,"Jackie Earle Haley,Rooney Mara,Kyle Gallner,Katie Cassidy",2010
ImdbItem,Brendan Moriarty,The Road to Freedom,6,"Joshua Fredric Smith,Scott Maguire,Nhem Sokun,Nhem Sokunthol",II 2010
ImdbItem,Richard J. Lewis,Barney's Version,7.3,"Paul Giamatti,Rosamund Pike,Jake Hoffman,Macha Grenon",2010
ImdbItem,Steven R. Monroe,I Spit on Your Grave,6.3,"Sarah Butler,Jeff Branson,Andrew Howard,Daniel Franzese",2010
ImdbItem,Sandy Collora,Hunter Prey,5.8,"Clark Bartram,Damion Poitier,Isaac C. Singleton Jr.,Sandy Collora",2010
ImdbItem,Sanaa Hamri,Just Wright,5.9,"Queen Latifah,Common,Paula Patton,James Pickens Jr.",2010
ImdbItem,Craig McCall,Cameraman: The Life and Work of Jack Cardiff,7.8,"Jack Cardiff,Martin Scorsese,Kirk Douglas,Lauren Bacall",2010
ImdbItem,Mike Newell,Prince of Persia: The Sands of Time,6.6,"Jake Gyllenhaal,Gemma Arterton,Ben Kingsley,Alfred Molina",2010
ImdbItem,Ridley Scott,Robin Hood,6.7,"Russell Crowe,Cate Blanchett,Matthew Macfadyen,Max von Sydow",2010
ImdbItem,Michel Leclerc,The Names of Love,7.2,"Sara Forestier,Jacques Gamblin,Zinedine Soualem,Carole Franck",2010
ImdbItem,Oliver Stone,Wall Street: Money Never Sleeps,6.2,"Shia LaBeouf,Michael Douglas,Carey Mulligan,Josh Brolin",2010
ImdbItem,Hideo Nakata,Chatroom,5.6,"Aaron Taylor-Johnson,Imogen Poots,Matthew Beard,Hannah Murray",2010
ImdbItem,Quentin Dupieux,Rubber,5.8,"Stephen Spinella,Roxane Mesquida,Wings Hauser,Jack Plotnick",2010
ImdbItem,Woody Allen,You Will Meet a Tall Dark Stranger,6.3,"Anthony Hopkins,Naomi Watts,Josh Brolin,Gemma Jones",2010
ImdbItem,Mike Leigh,Another Year,7.3,"Jim Broadbent,Ruth Sheen,Lesley Manville,Oliver Maltman",2010
ImdbItem,Xavier Dolan,Heartbeats,7.2,"Xavier Dolan,Monia Chokri,Niels Schneider,Anne Dorval",2010
ImdbItem,Andrew Traucki,The Reef,5.8,"Damian Walshe-Howling,Gyton Grantley,Adrienne Pickering,Zoe Naylor",2010
ImdbItem,Stephen Frears,Tamara Drewe,6.2,"Gemma Arterton,Luke Evans,Dominic Cooper,Roger Allam",2010
ImdbItem,"Ola Simonsson,Johannes StjÃ_rne Nilsson",Sound of Noise,7.2,"Bengt Braskered,Sanna Persson,Magnus BÃ¶rjeson,Johannes BjÃ¶rk",2010
ImdbItem,"Max Giwa,Dania Pasquini",StreetDance 3D,6,"Nichola Burley,Richard Winsor,Ukweli Roach,Frank Harper",2010
ImdbItem,Doug Liman,Fair Game,6.8,"Naomi Watts,Sean Penn,Sonya Davison,Vanessa Chong",I 2010
ImdbItem,Peter Andrikidis,The Kings of Mykonos,4.6,"Nick Giannopoulos,Vince Colosimo,Zeta Makrypoulia,Alex Dimitriades",2010
ImdbItem,Nicholas Stoller,Get Him to the Greek,6.4,"Jonah Hill,Russell Brand,Elisabeth Moss,Rose Byrne",2010
ImdbItem,Gregor Jordan,Unthinkable,7.1,"Samuel L. Jackson,Carrie-Anne Moss,Michael Sheen,Stephen Root",2010
ImdbItem,Christopher Smith,Black Death,6.4,"Eddie Redmayne,Sean Bean,Carice van Houten,Kimberley Nixon",2010
ImdbItem,Michael Patrick King,Sex and the City 2,4.4,"Sarah Jessica Parker,Kim Cattrall,Kristin Davis,Cynthia Nixon",2010
ImdbItem,Tom Dey,Marmaduke,4.2,"Owen Wilson,Judy Greer,Lee Pace,Emma Stone",2010
ImdbItem,Richard Loncraine,The Special Relationship,6.8,"Michael Sheen,Demetri Goritsas,Adam Godley,Marc Rioufol",2010
ImdbItem,,Going Postal,7.8,"Steve Pemberton,Tamsin Greig,Madhav Sharma,Jimmy Yuill",2010â€“ 
ImdbItem,Robert Luketic,Killers,5.4,"Katherine Heigl,Ashton Kutcher,Tom Selleck,Catherine O'Hara",2010
ImdbItem,"Noel Clarke,Mark Davis",4.3.2.1.,5.8,"Emma Roberts,Tamsin Egerton,Ophelia Lovibond,Shanika Warren-Markland",2010
ImdbItem,Joe Carnahan,The A-Team,6.8,"Liam Neeson,Bradley Cooper,Sharlto Copley,Jessica Biel",2010
ImdbItem,Harald Zwart,The Karate Kid,6.2,"Jackie Chan,Jaden Smith,Taraji P. Henson,Wenwen Han",2010
ImdbItem,Allen Newman,Video Games Live: Level 2,8,"Jamie Lee Curtis,Laura Intravia,Martin Leung,Tommy Tallarico",2010
ImdbItem,Mikael HÃ¥fstrÃ¶m,Shanghai,6.4,"John Cusack,Li Gong,Yun-Fat Chow,David Morse",2010
ImdbItem,Lee Unkrich,Toy Story 3,8.3,"Tom Hanks,Tim Allen,Joan Cusack,Ned Beatty",2010
ImdbItem,Antony Thomas,For Neda,8,"Shohreh Aghdashloo,Houda Echouafni",2010
ImdbItem,James Mangold,Knight and Day,6.3,"Tom Cruise,Cameron Diaz,Peter Sarsgaard,Jordi MollÃ ",2010
ImdbItem,Jimmy Hayward,Jonah Hex,4.7,"Josh Brolin,Megan Fox,John Malkovich,Michael Fassbender",2010
ImdbItem,"Pierre Coffin,Chris Renaud",Despicable Me,7.7,"Steve Carell,Jason Segel,Russell Brand,Julie Andrews",2010
ImdbItem,Fernanda Cardoso,Bloomington,6,"Allison McAtee,Sarah Stouffer,Katherine Ann McGregor,Ray Zupp",2010
ImdbItem,Dennis Dugan,Grown Ups,6,"Adam Sandler,Salma Hayek,Kevin James,Chris Rock",I 2010
ImdbItem,Daniel Stamm,Der letzte Exorzismus,5.6,"Patrick Fabian,Ashley Bell,Iris Bahr,Louis Herthum",2010
ImdbItem,Nicole Conn,Elena Undone,6.2,"Necar Zadegan,Thunderbird Dinwiddie,Gary Weeks,Sam Harris",2010
ImdbItem,Peter DeLuise,Der 16. Wunsch,5.5,"Debby Ryan,Jean-Luc Bilodeau,Anna Mae Wills,Karissa Tynes",2010
ImdbItem,M. Night Shyamalan,The Last Airbender,4.1,"Noah Ringer,Nicola Peltz,Jackson Rathbone,Dev Patel",2010
ImdbItem,David Slade,The Twilight Saga: Eclipse,5,"Kristen Stewart,Robert Pattinson,Taylor Lautner,Xavier Samuel",2010
ImdbItem,Taylor Hackford,Love Ranch,5.6,"Helen Mirren,Joe Pesci,Sergio Peris-Mencheta,Gina Gershon",2010
ImdbItem,Michael Oblowitz,The Traveler,4.1,"Val Kilmer,Dylan Neal,Paul McGillion,Camille Sullivan",I 2010
ImdbItem,William Kaufman,Sinners and Saints,6.2,"Johnny Strong,Kevin Phillips,Costas Mandylor,Sean Patrick Flanery",2010
ImdbItem,Scott Culver,How to Make Love to a Woman,4.2,"Josh Meyers,Krysten Ritter,Eugene Byrd,Ian Somerhalder",2010
ImdbItem,Jon Turteltaub,The Sorcerer's Apprentice,6.1,"Nicolas Cage,Jay Baruchel,Alfred Molina,Teresa Palmer",2010
ImdbItem,NimrÃ_d Antal,Predators,6.4,"Adrien Brody,Laurence Fishburne,Topher Grace,Alice Braga",2010
ImdbItem,Christopher Nolan,Inception,8.8,"Leonardo DiCaprio,Joseph Gordon-Levitt,Ellen Page,Ken Watanabe",2010
ImdbItem,Paul Scheuring,The Experiment,6.5,"Adrien Brody,Cam Gigandet,Forest Whitaker,Maggie Grace",2010
ImdbItem,Benedek Fliegauf,Womb,6.4,"Eva Green,Matt Smith,Lesley Manville,Peter Wight",2010
ImdbItem,Stevan Mena,Bereavement,5.1,"Michael Biehn,Alexandra Daddario,Brett Rickaby,Nolan Gerard Funk",2010
ImdbItem,Fouad Mikati,Operation: Endgame,4.9,"Joe Anderson,Rob Corddry,Ellen Barkin,Odette Annable",2010
ImdbItem,Stewart Raffill,Standing Ovation,3.4,"Devon Jordan,Ashley Cutrona,Erika Corvette,London Clark",2010
ImdbItem,Hiromasa Yonebayashi,Arrietty,7.6,"Bridgit Mendler,Amy Poehler,Will Arnett,Moises Arias",2010
ImdbItem,James Hayman,Revenge of the Bridesmaids,6.1,"Raven-SymonÃ©,JoAnna Garcia Swisher,Beth Broderick,David Clayton Rogers",2010
ImdbItem,Phillip Noyce,Salt,6.4,"Angelina Jolie,Liev Schreiber,Chiwetel Ejiofor,Daniel Olbrychski",2010
ImdbItem,Eric Laneuville,The Client List,5.8,"Jennifer Love Hewitt,Teddy Sears,Sonja Bennett,Lynda Boyd",2010
ImdbItem,Shannon Hartman,Kevin Hart: Seriously Funny,7.6,"Kim Delgado,Kevin Hart,LeBron James,Shaquille O'Neal",2010 TV Special
ImdbItem,Elizabeth Allen Rosenbaum,Ramona and Beezus,6.6,"Joey King,Selena Gomez,Bridget Moynahan,John Corbett",2010
ImdbItem,"Terry Dougas,Nikki Frakes,Will Hess",With Great Power: The Stan Lee Story,7.1,"Avi Arad,Sean Astin,Dick Ayers,Kenneth Branagh",2010
ImdbItem,James Rabbitts,The Clinic,5.4,"Tabrett Bethell,Freya Stafford,Andy Whitfield,Clare Bowen",2010
ImdbItem,Rob Reiner,Flipped,7.7,"Madeline Carroll,Callan McAuliffe,Rebecca De Mornay,Anthony Edwards",I 2010
ImdbItem,Edgar Wright,Scott Pilgrim vs. the World,7.5,"Michael Cera,Mary Elizabeth Winstead,Kieran Culkin,Anna Kendrick",2010
ImdbItem,Brad Peyton,Cats & Dogs: The Revenge of Kitty Galore,4.3,"Bette Midler,Chris O'Donnell,Jack McBrayer,James Marsden",2010
ImdbItem,Jay Roach,Dinner for Schmucks,5.9,"Steve Carell,Paul Rudd,Stephanie Szostak,Zach Galifianakis",2010
ImdbItem,Burr Steers,Charlie St. Cloud,6.5,"Zac Efron,Kim Basinger,Charlie Tahan,Amanda Crew",2010
ImdbItem,Adam McKay,The Other Guys,6.7,"Will Ferrell,Mark Wahlberg,Derek Jeter,Eva Mendes",2010
ImdbItem,Sylvester Stallone,The Expendables,6.5,"Sylvester Stallone,Jason Statham,Jet Li,Dolph Lundgren",2010
ImdbItem,John Luessenhop,Takers,6.2,"Chris Brown,Hayden Christensen,Matt Dillon,Michael Ealy",2010
ImdbItem,Jon M. Chu,Step Up 3D,6.2,"Sharni Vinson,Rick Malambri,Adam Sevani,Alyson Stoner",2010
ImdbItem,"Ben Stassen,Mimi Maynard",A Turtle's Tale: Sammy's Adventures,6.1,"Anthony Anderson,Ed Begley Jr.,Pat Carroll,Stacy Keach",2010
ImdbItem,Jeong-beom Lee,The Man from Nowhere,7.8,"Won Bin,Sae-ron Kim,Tae-hoon Kim,Hee-won Kim",2010
ImdbItem,Stuart Beattie,"Tomorrow, When the War Began",6.2,"Caitlin Stasey,Rachel Hurd-Wood,Lincoln Lewis,Deniz Akdeniz",2010
ImdbItem,Jee-woon Kim,I Saw the Devil,7.8,"Byung-Hun Lee,Min-sik Choi,Joon-Hyuk Lee,In-seo Kim",2010
ImdbItem,Michael Morrissey,Boy Wonder,6.8,"Caleb Steinmeyer,Zulay Henao,Bill Sage,Daniel Stewart Sherman",2010
ImdbItem,Ryan Murphy,Eat Pray Love,5.8,"Julia Roberts,Javier Bardem,Richard Jenkins,Viola Davis",2010
ImdbItem,Erik White,Lottery Ticket,5,"Shad Moss,Brandon T. Jackson,Naturi Naughton,Loretta Devine",I 2010
ImdbItem,"Josh Gordon,Will Speck",The Switch,6.1,"Jennifer Aniston,Jason Bateman,Patrick Wilson,Jeff Goldblum",I 2010
ImdbItem,"Jason Friedberg,Aaron Seltzer",Vampires Suck,3.4,"Jenn Proske,Matt Lanter,Diedrich Bader,Chris Riggi",2010
ImdbItem,Alexandre Aja,Piranha 3D,5.4,"Elisabeth Shue,Jerry O'Connell,Richard Dreyfuss,Ving Rhames",2010
ImdbItem,Griff Furst,Lake Placid 3,3.4,"Colin Ferguson,Yancy Butler,Kirsty Mitchell,Kacey Clarke",2010
ImdbItem,Mark McQueen,Devil's Playground,5.2,"Craig Fairbrass,Danny Dyer,MyAnna Buring,Jaime Murray",2010
ImdbItem,Luc Besson,Arthur und die Minimoys 3 - Die groÃŸe Entscheidung,5.5,"Mia Farrow,Ron Crawford,Robert Stanton,Penny Balfour",2010
ImdbItem,Adam Green,Hatchet II,5.5,"Danielle Harris,Kane Hodder,Tony Todd,Parry Shen",2010
ImdbItem,Gordon Chan,The King of Fighters,3.1,"Maggie Q,Sean Faris,Will Yun Lee,Ray Park",2010
ImdbItem,Josh Reed,Primal,4.9,"Zoe Gameau,Krew Boylan,Lindsay Farris,Rebekah Foord",2010
ImdbItem,Nanette Burstein,Going the Distance,6.3,"Drew Barrymore,Justin Long,Ron Livingston,Charlie Day",2010
ImdbItem,Baltasar KormÃ¡kur,Inhale,6.6,"Dermot Mulroney,Diane Kruger,Sam Shepard,Rosanna Arquette",2010
ImdbItem,Robert Lieberman,The Tortured,5.5,"Erika Christensen,Jesse Metcalfe,Bill Lippincott,Bill Moseley",2010
ImdbItem,Jonathan Glendening,Night Wolf,4.5,"Isabella Calthorpe,Tom Felton,Gemma Atkinson,Josh Bowman",2010
ImdbItem,"Howard J. Ford,Jonathan Ford",The Dead,5.8,"Rob Freeman,Prince David Oseia,David Dontoh,Ben Crowe",2010
ImdbItem,Darren Aronofsky,Black Swan,8,"Natalie Portman,Mila Kunis,Vincent Cassel,Winona Ryder",2010
ImdbItem,"Ethan Maniquis,Robert Rodriguez",Machete,6.6,"Danny Trejo,Michelle Rodriguez,Robert De Niro,Jessica Alba",2010
ImdbItem,Anton Corbijn,The American,6.3,"George Clooney,Paolo Bonacelli,Violante Placido,Irina BjÃ¶rklund",2010
ImdbItem,Paul W.S. Anderson,Resident Evil: Afterlife,5.9,"Milla Jovovich,Ali Larter,Wentworth Miller,Kim Coates",2010
ImdbItem,Mark Romanek,Never Let Me Go,7.2,"Keira Knightley,Carey Mulligan,Andrew Garfield,Izzy Meikle-Small",2010
ImdbItem,Peter Weir,The Way Back,7.3,"Jim Sturgess,Ed Harris,Colin Farrell,Dragos Bucur",I 2010
ImdbItem,Sofia Coppola,Somewhere,6.3,"Stephen Dorff,Elle Fanning,Chris Pontius,Erin Wasson",2010
ImdbItem,Paul Hoen,Camp Rock 2: The Final Jam,5.3,"Demi Lovato,Joe Jonas,Nick Jonas,Kevin Jonas",2010
ImdbItem,Danny Boyle,127 Hours,7.6,"James Franco,Amber Tamblyn,Kate Mara,Sean Bott",2010
ImdbItem,John Madden,The Debt,6.9,"Helen Mirren,Sam Worthington,Tom Wilkinson,CiarÃ¡n Hinds",I 2010
ImdbItem,Justin Chadwick,The First Grader,7.5,"Naomie Harris,Oliver Litondo,Tony Kgoroge,Alfred Munyua",2010
ImdbItem,Kelly Reichardt,Meek's Cutoff,6.6,"Michelle Williams,Bruce Greenwood,Paul Dano,Will Patton",2010
ImdbItem,Tom Hooper,The King's Speech,8,"Colin Firth,Geoffrey Rush,Helena Bonham Carter,Derek Jacobi",2010
ImdbItem,Casey Affleck,I'm Still Here,6.2,"Joaquin Phoenix,Antony Langdon,Carey Perloff,Larry McHale",I 2010
ImdbItem,Ben Affleck,The Town,7.6,"Ben Affleck,Rebecca Hall,Jon Hamm,Jeremy Renner",2010
ImdbItem,"Anthony Bell,Ben Gluck",Alpha and Omega,5.3,"Hayden Panettiere,Christina Ricci,Justin Long,Dennis Hopper",2010
ImdbItem,Mel Damski,Legendary,6.2,"John Cena,Patricia Clarkson,Danny Glover,Devon Graye",2010
ImdbItem,David Schwimmer,Trust,6.9,"Clive Owen,Catherine Keener,Liana Liberato,Jason Clarke",I 2010
ImdbItem,James Gunn,Super,6.8,"Rainn Wilson,Ellen Page,Liv Tyler,Kevin Bacon",I 2010
ImdbItem,Emilio Estevez,Dein Weg,7.4,"Martin Sheen,Emilio Estevez,Deborah Kara Unger,Yorick van Wageningen",I 2010
ImdbItem,John Curran,Stone,5.4,"Edward Norton,Milla Jovovich,Robert De Niro,Frances Conroy",2010
ImdbItem,Dan Rush,Everything Must Go,6.4,"Will Ferrell,Rebecca Hall,Christopher Jordan Wallace,Michael PeÃ±a",2010
ImdbItem,Mitch Glazer,Passion Play,4.8,"Mickey Rourke,Megan Fox,Bill Murray,Kelly Lynch",2010
ImdbItem,Michael Goldbach,Daydream Nation - Drei sind einer zuviel,6.4,"Kat Dennings,Reece Thompson,Andie MacDowell,Josh Lucas",2010
ImdbItem,"Huck Botko,Andrew Gurland",The Virginity Hit,4.6,"Matt Bennett,Zack Pearlman,Krysta Rodriguez,Jacob Davich",2010
ImdbItem,Will Gluck,Easy A,7.1,"Emma Stone,Amanda Bynes,Penn Badgley,Dan Byrd",2010
ImdbItem,Mike Mills,Beginners,7.2,"Ewan McGregor,Christopher Plummer,MÃ©lanie Laurent,Goran Visnjic",2010
ImdbItem,Tony Goldwyn,Conviction,7.2,"Hilary Swank,Sam Rockwell,Melissa Leo,Thomas D. Mahard",II 2010
ImdbItem,Robert Redford,The Conspirator,6.9,"Robin Wright,James McAvoy,Tom Wilkinson,Kevin Kline",2010
ImdbItem,Julie Taymor,The Tempest,5.4,"Helen Mirren,Felicity Jones,Djimon Hounsou,Russell Brand",I 2010
ImdbItem,Nigel Cole,Made in Dagenham,7.2,"Sally Hawkins,Bob Hoskins,Andrea Riseborough,Jaime Winstone",2010
ImdbItem,Guy Moshe,Bunraku,6.2,"Josh Hartnett,Demi Moore,Woody Harrelson,Gackt",2010
ImdbItem,Clint Eastwood,Hereafter,6.5,"Matt Damon,CÃ©cile de France,Bryce Dallas Howard,Thierry Neuvic",2010
ImdbItem,Richard Ayoade,Submarine,7.3,"Craig Roberts,Sally Hawkins,Paddy Considine,Noah Taylor",2010
ImdbItem,Abe Sylvia,Dirty Girl,6.5,"Juno Temple,Jeremy Dozier,Milla Jovovich,Zach Lasry",2010
ImdbItem,Brad Anderson,Vanishing on 7th Street,4.9,"Hayden Christensen,Thandie Newton,John Leguizamo,Jacob Latimore",2010
ImdbItem,Shawn Ku,Beautiful Boy,6.6,"Michael Sheen,Maria Bello,Kyle Gallner,Logan South",2010
ImdbItem,Ian Sharp,Gejagt - Auf Leben und Tod,6.5,"Ray Winstone,Nicholas McGough,Gareth Reeves,Mark Mitchinson",2010
ImdbItem,John Carpenter,The Ward,5.6,"Amber Heard,Mamie Gummer,Danielle Panabaker,Laura-Leigh Claire",2010
ImdbItem,Matt Reeves,Let Me In,7.1,"Kodi Smit-McPhee,ChloÃ« Grace Moretz,Richard Jenkins,Cara Buono",I 2010
ImdbItem,Larysa Kondracki,Whistleblower - In gefÃ_hrlicher Mission,7.2,"Rachel Weisz,Monica Bellucci,Vanessa Redgrave,David Strathairn",2010
ImdbItem,John Cameron Mitchell,Rabbit Hole,7,"Nicole Kidman,Aaron Eckhart,Dianne Wiest,Miles Teller",2010
ImdbItem,Rowan Joffe,Brighton Rock,5.8,"Sam Riley,Andrea Riseborough,Helen Mirren,John Hurt",2010
ImdbItem,Carl Bessai,Repeaters - TÃ¶dliche Zeitschleife,5.8,"Dustin Milligan,Amanda Crew,Richard de Klerk,Alexia Fast",2010
ImdbItem,James Wan,Insidious,6.8,"Patrick Wilson,Rose Byrne,Ty Simpkins,Lin Shaye",I 2010
ImdbItem,Malcolm Venville,Henry's Crime,6,"Keanu Reeves,Vera Farmiga,James Caan,Judy Greer",2010
ImdbItem,Steven Silver,The Bang Bang Club,7,"Ryan Phillippe,Malin Akerman,Taylor Kitsch,Neels van Jaarsveld",2010
ImdbItem,John Erick Dowdle,Devil,6.2,"Chris Messina,Caroline Dhavernas,Bokeem Woodbine,Logan Marshall-Green",2010
ImdbItem,George Hickenlooper,Casino Jack,6.2,"Kevin Spacey,Barry Pepper,Jon Lovitz,Ruth Marshall",2010
ImdbItem,Charles Sturridge,The Road to Coronation Street,8,"Ann Aris,Lynda Baron,Steven Berkoff,David Dawson",2010
ImdbItem,Jim Mickle,Stake Land,6.5,"Connor Paolo,Nick Damici,Kelly McGillis,Gregory Jones",2010
ImdbItem,Massy Tadjedin,Last Night,6.6,"Keira Knightley,Sam Worthington,Eva Mendes,Guillaume Canet",I 2010
ImdbItem,Clay Weiner,Fred: The Movie,2.2,"Lucas Cruikshank,Pixie Lott,Jake Weary,Jennette McCurdy",2010
ImdbItem,Shannon Hartman,Bill Burr: Let It Go,8.3,Bill Burr,2010 TV Special
ImdbItem,Pascal Franchot,Triple Dog,6,"Britt Robertson,Alexia Fast,Scout Taylor-Compton,Janel Parrish",2010
ImdbItem,Andy Fickman,You Again,5.8,"Kristen Bell,Odette Annable,Sigourney Weaver,Jamie Lee Curtis",2010
ImdbItem,Zack Snyder,Legend of the Guardians: The Owls of Ga'Hoole,7,"Jim Sturgess,Hugo Weaving,David Wenham,Emily Barclay",2010
ImdbItem,Darren Lynn Bousman,Mother's Day,6.3,"Rebecca De Mornay,Jaime King,Shawn Ashmore,Briana Evigan",I 2010
ImdbItem,David Fincher,The Social Network,7.7,"Jesse Eisenberg,Andrew Garfield,Justin Timberlake,Rooney Mara",2010
ImdbItem,Joseph Guzman,Nude Nuns with Big Guns,3.9,"Asun Ortega,David Castro,Perry D'Marco,Maxie Santillan Jr.",2010
ImdbItem,"Anna Boden,Ryan Fleck",It's Kind of a Funny Story,7.1,"Keir Gilchrist,Zach Galifianakis,Emma Roberts,Dana DeVestern",2010
ImdbItem,Robert Schwentke,RED,7.1,"Bruce Willis,Helen Mirren,Morgan Freeman,Mary-Louise Parker",2010
ImdbItem,Randall Wallace,Secretariat,7.2,"Diane Lane,John Malkovich,Margo Martindale,Nelsan Ellis",2010
ImdbItem,Michael Winterbottom,The Trip,7,"Steve Coogan,Rob Brydon,Rebecca Johnson,Elodie Harrod",I 2010
ImdbItem,Kenneth Bowser,Phil Ochs: There But for Fortune,7.6,"Salvador Allende,Erik Andersen,Joan Baez,Jello Biafra",2010
ImdbItem,Greg Berlanti,Life as We Know It,6.6,"Katherine Heigl,Josh Duhamel,Josh Lucas,Alexis Clagett",2010
ImdbItem,Nick Morris,Les MisÃ©rables in Concert: The 25th Anniversary,8.8,"Alfie Boe,Norm Lewis,Matt Lucas,Jenny Galloway",2010
ImdbItem,Kaare Andrews,Altitude - TÃ¶dliche HÃ¶he,4.9,"Jessica Lowndes,Julianna Guill,Ryan Donowho,Landon Liboiron",2010
